Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
-1998,82 min,Drama,6,10,Apurba Kishore Bir,Soubhagya Chandan Satapathy,,
-1951,,,,,Vasant Joglekar,Nalini Jaywant,Durga Khote,Mahipal
-1981,,,6.6,19,J. Mahendran,Rajendra Prasad,,
-1971,,Drama,,,Ram Narayan Gabale,,,
-2007,108 min,"Comedy, Drama, Family",6,412,Samir Karnik,Dwij Yadav,Bobby Deol,Sharat Saxena
-1952,,,,,Datta Dharmadhikari,Raja Gosavi,,
-1971,,Drama,,,C.P. Dixit,Chandrima Bhaduri,Ruma Bhaduri,Brahmachari
-2018,,Drama,,,Vijay Pal,Yash Pandit,Harry Josh,Alankrita Bora
-1980,,Fantasy,6.6,12,Parvati Menon,Abid,Agha,Kishore Bhatt
-1969,133 min,"Action, Crime, Drama",6.2,24,T. Prakash Rao,Pran,Ajit,Anwar Hussain
-1973,,Musical,,,Shomu Mukherjee,Laxmi Chhaya,Manik Dutt,Iftekhar
-2018,133 min,"Comedy, Drama, Horror",5.9,954,Faraz Haider,Abhay Deol,Patralekhaa Paul,Rajesh Sharma
-1948,,,,,D.N. Madhok,Nigar Sultana,,
-2021,,Drama,,,Kaun Bhatia,Deboprasad Halder,Anuradha Mukherjee,Satakshi Nandy
-2007,115 min,"Crime, Drama, Romance",5.4,"1,373",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Bobby Deol,Akshaye Khanna
-1955,130 min,Romance,8.6,16,Lekhraj Bhakri,Shammi Kapoor,Madhubala,Ajit
-1989,,"Drama, Mystery",4.4,28,Raj Khosla,Rishi Kapoor,Farha Naaz,A.K. Agnihotri
-1956,,Thriller,,,Ram Pahwa,Chitra,Maya Dass,Manher Desai
-1949,,Action,,,Ahmed Ghazi,Mehrunissa,Dilawar,Shyama
-1948,,Action,,,Ramanlal Desai,Navinchandra,Basant Malini,Bhim
-1933,,"Fantasy, History",,,Anand Prasad Kapoor,Sardar Akhtar,Jani Babu,Zebunissa
-2004,,Drama,,,Suresh Jain,Amit Pachori,Reena Kapoor,Rimple
-1949,,,,,David Abraham,,,
-1972,132 min,"Drama, Fantasy",,,Dhirubhai Desai,Jeevan,Shahu Modak,B.M. Vyas
-1989,,Fantasy,,,Dilip Naik,Asrani,Manju Asrani,Beena Banerjee
-1991,,Drama,,,,,,
-2004,,,,,,,,
-1981,122 min,"Comedy, Drama",7.4,980,Hrishikesh Mukherjee,Amol Palekar,Swaroop Sampat,Utpal Dutt
-1991,,Drama,,,,,,
-1991,214 min,"Action, Drama",5.5,424,N. Chandra,Sunny Deol,Dimple Kapadia,Urmila Matondkar
-1949,,Fantasy,,,Sohrab Modi,Shobhna Samarth,Niranjan Sharma,Mahipal
-2017,110 min,Action,6.8,27,Jogesh Sehdeva,Rahuul Aamath,Eklavey Kashyap,Deepak Mehrotra
-2020,,Biography,,,Badrinath Sabat,Aryan Singh Rajput,,
-1946,,,8.1,14,D.D. Kashyap,David Abraham,Alka Achrekar,Nargis
-1942,,,,,Raja Yagnik,Trilok Kapoor,Lalita Pawar,
-1981,,,,,S.K. Chand,,,
-2014,,Drama,,,Rita S. Roy,Rana Jung Bahadur,Annuradha Bannerjee,Lokesh Deewangan
-1936,,,,,Jehanara Kajjan,,,
-2011,,Documentary,,,Fahad Samar,Simone Singh,,
-1940,179 min,,,,Vijay Bhatt,Vishnupant Pagnis,Durga Khote,Pandey
-1957,,Biography,6.5,6,Devendra Goel,Shahu Modak,Radhakrishan,Pratima Devi
-1985,,Drama,,,Raja Bundela,Sudhir Dalvi,Madhu Malhotra,Chandrakant Pandya
-1963,125 min,Drama,7,21,Nitin Bose,Sunil Dutt,Nanda,Om Prakash
-1940,150 min,Drama,6.5,11,Debaki Bose,Leela Desai,Bhanu Bannerjee,Najmul Hussain
-1965,,Drama,,,Anjali Devi,Padmini,M.G. Ramachandran,
-1978,140 min,"Comedy, Drama",6.5,13,I.S. Johar,Anitav Bachchan,Kanauj Kumar,Shahi Kapoor
-1981,197 min,"Action, Musical, Romance",7.1,"1,572",Manmohan Desai,Amitabh Bachchan,Shatrughan Sinha,Rishi Kapoor
-1997,138 min,"Comedy, Drama, Romance",5.3,333,Kirti Kumar,Govinda,Mamta Kulkarni,Saeed Jaffrey
-1986,140 min,"Comedy, Drama",5.6,164,Rama Rao Tatineni,Rishi Kapoor,Farha Naaz,Radhika Sarathkumar
-1992,132 min,Drama,3.8,9,Kalpataru,Chunky Panday,Nutan,Farha Naaz
-2014,81 min,"Drama, Romance",,,Sounak Mukhopadhyay,Ankita Sarkar,Shahraaj,
-2013,122 min,"Drama, Thriller",3.2,"1,214",Amit Saxena,Poonam Pandey,Shivam Patil,Vishal Bhonsle
,130 min,"Action, Crime, Drama",,,Rajkumar Patra,Rocky Rupkumar Patra,Rajkumar Patra,Aparna Giri
-2016,67 min,Documentary,9,46,Dheeraj Sharma,,,
-2001,,Thriller,,,,,,
-2002,65 min,Thriller,,,Shakeela,Sindhu,,
-2005,,Thriller,,,,,,
-1986,,Romance,4.5,8,I.V. Sasi,Krishna Ghattamaneni,Sridevi,
-1945,,Drama,,,Vedi,Kumar,Pramila,David Abraham
-1936,,,,,Pesi Karani,Akhtari,Angurbala,
-1986,139 min,"Action, Drama",5.1,32,Aravind Sen,Rajesh Khanna,Shabana Azmi,Deepti Naval
-1985,,Drama,6.2,11,Ashok Chopra,Om Puri,Priya Tendulkar,Sadashiv Amrapurkar
-1983,,"Action, Drama",5.5,359,Pramod Chakravorty,Amitabh Bachchan,Hema Malini,Pran
-1954,148 min,"Comedy, Crime, Drama",6.2,32,I.S. Johar,Nalini Jaywant,Ajit,Ulhas
-1975,,Drama,5.8,9,Sohanlal Kanwar,Vijay Arora,Moushumi Chatterjee,Snehlata
-2005,83 min,Documentary,,,Lalit Vachani,,,
-1947,,,,,Najam Naqvi,Shamim Bano,Jillo,Khalil
-1969,120 min,"Action, Drama",4.9,7,Rajesh Nanda,Bindu,Mehmood Jr.,Ashish Kumar
-2015,137 min,Action,6.2,25,Anil Naryani,Bharat Balani,Vaibhav Chauhan,Sikandar Kureshi
-2009,133 min,Drama,,,Dinesh Chaudhary,Monu Dhankad,Kavita Joshi,Pratap Kumar
-2000,,Drama,,,,,,
-2000,,Drama,,,Kamdar,,,
-1991,,Action,5.1,88,Ravichandran,Babu Antony,Juhi Chawla,Delhi Ganesh
-2017,90 min,Documentary,,,Sanjeev Sharma Ronkel,Kavalam Narayana Panicker,Ratan Thiyam,Kamlesh Dutt Tripathi
-1952,,"Drama, Family",6.6,9,Anand Kumar,Ashok Kumar,Nalini Jaywant,Kuldip Kaur
-1957,170 min,"Comedy, Romance, Thriller",6.8,141,Vijay Anand,Dev Anand,Kalpana Kartik,Shashikala
-2011,108 min,"Comedy, Drama",2.5,290,Jag Mundhra,Govinda,Yuvika Chaudhary,Anupam Kher
-1962,128 min,Comedy,5.4,346,Shakti Samanta,Kishore Kumar,Om Prakash,Madan Puri
-2006,,Comedy,3.7,57,T.L.V. Prasad,Rocky Sandhu,Sherlyn Chopra,Rahul Roy
-2019,154 min,Comedy,,,Pankaj Kr Virat,Kaif Khan,Vividha Kirti,Rashmi Mishra
-1951,130 min,Drama,5.6,13,Mahesh Kaul,Nalini Jaywant,Prem Nath,Nawab Kashmiri
-1967,,Action,,,Chand,Ajit,Nishi,Chaman Puri
-1947,147 min,,6.6,25,Nitin Bose,Dilip Kumar,Meera Mishra,Ranjana
-1943,121 min,Drama,,,Shaukat Hussain Rizvi,Chandra Mohan,Mirza Musharraf,Shobhna Samarth
-1983,,"Action, Drama, Comedy",6.3,142,Rajkumar Kohli,Agha,Rajeev Anand,Raj Babbar
-1999,104 min,Drama,6.6,30,Mani Kaul,Samir Ahmed,Vikrishnah Batt,Anu Joseph
-1955,142 min,"Drama, Family",7.4,103,Bimal Roy,Kishore Kumar,Sheila Ramani,Balraj Sahni
-1979,126 min,"Comedy, Drama",6.4,151,Ismail Memon,Jyoti Swaroop,Sanjeev Kumar,Jaya Bachchan
-1978,,"Comedy, Fantasy",6.9,79,Hrishikesh Mukherjee,Rajesh Khanna,Zaheera,Raj Kapoor
-1953,120 min,"Drama, History",6.2,8,Harsukh Jagneshwar Bhatt,Bhalchandra Shukla,Arvind,Ishwarlal
-1967,,"Crime, Drama, Family",6.3,12,Raj Marbros,Sanjeev Kumar,Balraj Sahni,Indrani Mukherjee
-1957,137 min,"Action, Adventure, Drama",6.5,18,Sohrab Modi,Sohrab Modi,Raaj Kumar,Mala Sinha
-2013,119 min,"Comedy, Drama, Romance",5.8,"4,198",Rohan Sippy,Ayushmann Khurrana,Kunaal Roy Kapur,Pooja Salvi
-1934,,,,,Chunilal Parekh,Alaknanda,Navinchandra,
-1953,,,,,Babubhai Mistry,,,
-2005,99 min,Drama,7.1,38,Santosh Sivan,Shweta,Apeksha Bhat,Bobby Darling
-1983,149 min,Drama,,,Abhi Bhattacharya,Bela Bose,Tarun Ghosh,Anita Guha
-1937,,,,,Aspi Irani,Husn Banu,Hansa Wadkar,
-1939,134 min,,,,Franz Osten,Hansa Wadkar,Rama Shukul,V.H. Desai
-1935,,,3.4,5,Mohan Dayaram Bhavnani,,,
-2004,,Comedy,7.1,323,Sachin Pilgaonkar,Sachin,Sachin Pilgaonkar,Supriya Pilgaonkar
-1959,157 min,"Drama, Musical, Romance",6.5,139,Shantaram Rajaram Vankudre,Sandhya,Mahipal,Keshavrao Date
-1955,,"Drama, Fantasy",,,Raman B. Desai,Manher Desai,Kumkum,Lalita Pawar
-1997,,Drama,,,Mazahir Rahim,Jaya Bhattacharya,Master Ashish Gaur,Nikhil Sharma
-1978,,Drama,,,Rajinder Singh Bedi,Om Prakash,Parikshit Sahni,Tamanna
-1967,,Drama,,,Ramchandra Thakur,Bharat Bhushan,Naseem Banu,Murad
-2018,112 min,"Comedy, Romance",4.4,877,Jayesh Pradhan,Dharmesh Yelande,Punit Pathak,Raghav Juyal
-2000,,Action,,,Charulatha,Devaraj,Srinath,
-1956,,Drama,,,C.P. Dixit,Anjali Devi,Helen,N.T. Rama Rao
-1998,63 min,Thriller,,,Jayaprakash Reddy,Sudheer,Umarani,
-1956,142 min,Romance,5.8,12,K. Amarnath,Kishore Kumar,Meena Kumari,Kumkum
-1986,,"Action, Drama, Romance",,,Raj Shekhar,Anuradha,Chitra,Kishore
-1979,,Comedy,5.4,12,K. Babuji,Vinod Mehra,Reena Roy,Rekha
-2003,,Action,,,Gurukiran,Sathyaraj,Shwetha,Upendra
-2013,110 min,"Family, Fantasy, Romance",,,Sanjeev Rattan,,,
-1957,173 min,"Drama, Musical, Romance",8,"1,102",B.R. Chopra,Dilip Kumar,Vyjayanthimala,Ajit
-1978,124 min,"Action, Crime, Drama",5.5,53,Mahesh Bhatt,Rishi Kapoor,Bhavana Bhatt,Danny Denzongpa
-1974,132 min,"Drama, Family",7,147,A. Bhimsingh,Sanjeev Kumar,Jaya Bachchan,Sunder
-1953,,"Drama, Family",,,D.D. Kashyap,Shekhar,Geeta Bali,Begum Para
-2001,,Thriller,,,D.V.S. Reddy,Kaushik,Yadu Krishnan,Tabu
-2007,,"Action, Comedy, Drama",6.1,30,Balasekaran,Nagarjuna Akkineni,Bhoomika Chawla,Rami Reddy
-1984,,"Drama, Family, Romance",6.1,50,K. Raghavendra Rao,Rajesh Khanna,Padmini Kolhapure,Sridevi
-1958,,,,,S.P. Kalla,Master Bhagwan,Nasir Hussain,Daisy Irani
-2000,,Thriller,,,Kalairani,Ramesri,Yadhakrishan,
-1965,,"Drama, Family",5.7,7,R.C. Talwar,Ashok Kumar,Vyjayanthimala,Bharat Bhushan
-1990,118 min,Drama,4.4,13,Rajat Rakshit,Rita Bhaduri,Bharat Bhushan,Govinda
-2004,,Action,,,Jagapathi Babu,Kalyani,,
-1973,,"Crime, Drama, Thriller",4.7,9,Hari Dutt,Abhijeet,Ramesh Deo,Seema Deo
-1998,,Action,,,Kushboo,Manivannan,Prakash Raj,
-1986,,Romance,,,,,,
-1958,,,,,Aspi Irani,Johnny Walker,Chand Usmani,Agha
-1967,,Drama,,,Nabyendu Chatterjee,,,
-1953,,,,,Jayant Desai,Manher Desai,Bipin Gupta,Nirupa Roy
-1982,,Romance,,,Arti Gupta,Kamini Kaushal,Javed Khan,Dev Kumar
-1976,,Drama,,,Manjula Rai,Arun Kumar,Vijayalaxmi,
-1941,158 min,Drama,,,N.R. Acharya,Renuka Devi,Ashok Kumar,Mubarak
-1959,,"Drama, Family",,,Nanabhai Bhatt,Pradeep Kumar,Nanda,Jayshree Gadkar
-1985,,Drama,,,Kavi Raz,Alka,Kanchan Hundal,Sukhbir Kang
-1992,,Romance,,,K.R. Reddy,Laxmikant Berde,Ashwini Bhave,Bharat Bhushan
-1988,,Romance,,,Sarath Babu,Bhanupriya,,
-1943,,,,,Najam Naqvi,Sharda,,
-1991,136 min,"Action, Crime, Thriller",,,Jyoti Swaroop,Arjun,Iqbal Durrani,Kamal Jain
-1971,151 min,"Drama, Romance",6.9,98,Pramod Chakravorty,Dharmendra,Hema Malini,Ashok Kumar
-1935,,,,,Homi Master,Hadi,Ghulam Mohammed,
-1957,,,,,Lekhraj Bhakri,Pradeep Kumar,Mala Sinha,Veena
-1943,,Drama,,,Nanubhai Vakil,Sarojini,Benjamin,Ibrahim
-1939,,Drama,,,Ravindra Nath,,,
-1990,,Action,,,Professor .Ravi,Ashok Kumar,Satyarth Sinha,
-2005,,Action,,,Riyaz Khan,Namitha,Nassar,Rajasekhar
-2001,187 min,"Action, Drama, Thriller",7.8,"14,939",S. Shankar,Anil Kapoor,Rani Mukerji,Amrish Puri
-2003,136 min,Comedy,5.4,374,B.H. Tharun Kumar,Vikas Kalantri,Anuj Sawhney,Aslam Khan
-1990,124 min,Drama,6.3,88,Mani Kaul,Shekhar Kapur,Shambhavi Kaul,Surekha Sikri
-2005,138 min,Thriller,3.9,126,Soni Razdan,Meera,Ashmit Patel,Koel Purie
-1995,96 min,"Action, Crime, Drama",4.7,483,Jagdish A. Sharma,Akshay Kumar,Farheen,Ekta Sohini
-1936,,,,,Anand Prasad Kapoor,Baburao Pendharkar,,
-2020,85 min,Drama,,,Suman Mukhopadhyay,Tanmay Dhanania,Indira Tiwari,
-1952,,Romance,,,David Abraham,Geeta Bali,Helen,Begum Para
-1996,,Action,6.1,19,Rajesh Bhatt,Amulaya,Laxmikant Berde,Mohan Joshi
-1951,,Drama,,,N.K. Ziree,Madhubala,Nasir Khan,Agha
-1961,130 min,"Comedy, Drama, Romance",6.9,50,C.V. Sridhar,Raj Kapoor,Vyjayanthimala,Usha Kiran
-1987,,Romance,6.2,90,Ravi Tandon,Rajesh Khanna,Sridevi,Priti Sapru Walia
-1942,,,,,G.P. Kapoor,Lalita Devi,Ashiq Hussain,Jugal Kishore
-1978,,Drama,,,,,,
-1980,,Drama,4.9,10,S.M. Sagar,Raj Babbar,Raj Kiran,Vijayendra Ghatge
-2012,,Documentary,,,Akshay Dandekar,,,
-2021,65 min,Crime,7.8,20,Saif Baidya,Ajay Kkhundal,Manil Mayank Mishra,Puneet Kumar Mishra
-2005,122 min,"Comedy, Musical, Romance",3.2,"1,476",Arjun Sablok,Uday Chopra,Tanishaa Mukerji,Abhishek Bachchan
-1970,,Thriller,,,,,,
-2003,153 min,Documentary,,,R.V. Ramani,,,
-1946,122 min,Drama,6.8,182,Chetan Anand,Rafiq Anwar,Uma Anand,Kamini Kaushal
-1947,116 min,"Drama, Musical, Romance",7.7,75,Kidar Nath Sharma,Begum Para,Raj Kapoor,Madhubala
-1968,160 min,"Drama, Fantasy, Musical",6.8,278,Ram Maheshwari,Waheeda Rehman,Raaj Kumar,Manoj Kumar
-1957,140 min,Drama,6.1,12,Kundan Kumar,Prem Adib,Mohan Choti,Nalini Jaywant
-2002,,Drama,,,Vivek Anand,Surya Rishi Anand,Suryarishi Anand,Guddu
-1935,,,,,Dixit,Rekha Kanekar,,
-1965,,"Drama, Family",6.7,37,Rajendra Bhatia,Dharmendra,Mala Sinha,Mehmood
-1945,,,,,Jagdish Sethi,Meena Shorey,,
-1952,,"Adventure, Fantasy",,,Dhirubhai Desai,Geeta Bali,Gope,Kuldip Kaur
-2003,154 min,Drama,7.4,15,S.J. Suryah,Shankanada Aravind,Devraj,Charu Haasan
-2019,46 min,Drama,,,Vandana Sharma,Anurag Awasthi,Ekta Bakshi,Tannu Chouhan
-1962,,Mystery,5.1,7,Ved-Madan,Shakila,Ajit,Johnny Walker
-1975,,"Drama, Family",,,Pushpraj,Sunil Dutt,Anwar Hussain,Anjali Kadam
-1958,,,,,Prem Narayan Arora,Chitra,Suresh,Nishi
-1966,134 min,"Musical, Romance",6.5,28,Shiv Sahni,Shashi Kapoor,Nanda,Balraj Sahni
-2016,122 min,"Biography, Drama, Thriller",7.6,"21,470",Ram Madhvani,Sonam Kapoor,Shabana Azmi,Yogendra Tiku
-1984,113 min,Drama,,,Kalaignanam,,,
-1980,147 min,"Family, Drama",5.5,23,Anil Ganguly,Shashi Kapoor,Jeetendra,Rekha
-1946,,,,,Hansraj Patel,Eddie Billimoria,,
-1976,,"Action, Crime, Drama",5.4,32,Raj Khosla,Sunil Dutt,Saira Banu,Vinod Khanna
-2007,125 min,"Action, Comedy, Crime",3.8,489,Ajay Chandhok,Sanjay Dutt,Bipasha Basu,Saif Ali Khan
-1990,165 min,Biography,5.4,12,Kiran Kumar,Rita Bhaduri,Girish Karnad,Anupam Kher
-2014,125 min,Horror,3.2,42,Shyam Ramsay,Sunny Singh,Hritu,Gavie Chahal
-1932,,,,,Hadi,Jamshedji,Ghulam Mohammed,Mushtari
-1948,,,,,Amrita,Smriti Biswas,Pran,Begum Parveen
-1934,,,,,G.P. Pawar,Lalita Pawar,,
-1959,,Drama,,,Shah Agha,Chitra,Hiralal,
-1982,,Drama,,,K Sharif,Bhavana Bhatt,Bharat Bhushan,Chitra
-1949,,,,,Kidar Nath Sharma,Geeta Bali,Madhubala,
-1934,,,,,N.G. Devare,Fatma Begum,Nurjahan,
-2017,113 min,,,,John Antony,Nelson Rodriguez,Arathi Menon,Sister Rosetta
-2009,,"Action, Crime, Drama",,,Narendra Naidu,Narendra Naidu,Sunayana Fernandez,Suneel
-2004,,Action,5.3,237,V.N. Aditya,Nagarjuna Akkineni,Shriya Saran,Aarthi Agarwal
-1994,,Action,,,Babu Antony,Raghu,Vijayakumar,Vijayaraghavan
-1982,,Drama,,,Vellaaichamy,Gandhimathi,Karthik,Radha
-2005,208 min,"Biography, Drama, History",7.6,"1,095",Shyam Benegal,Vinay Anand,Ila Arun,Pankaj Berry
-1966,150 min,"Biography, Drama",7.7,25,Hemen Gupta,Abhi Bhattacharya,Jaymala Adarsh,Ulhas
-1991,,Drama,,,Vijay Arora,Beena Bannerjee,Alok Nath,Ankur Zaveri
-2020,,Drama,,,Prem Sagar Singh,Aryan Arya,Akshit Chauhan,Nitu Chauhan
-2019,136 min,Thriller,,,Unmesh Kabre,Yogita Choudhari,Arry Dabbas,Piyush Ghadse
-1956,176 min,"Comedy, Drama, Musical",7.4,62,Mohan Segal,Kishore Kumar,Vyjayanthimala,Jabeen Jalil
-1986,123 min,"Drama, Mystery",7.7,173,Romesh Sharma,Shashi Kapoor,Sharmila Tagore,Om Puri
-1994,,Romance,,,,,,
-1937,,,,,Homi Master,Dinshaw Bilimoria,Jamshedji,Jillo
-2009,153 min,"Crime, Drama, Thriller",6.8,"10,553",Kabir Khan,John Abraham,Katrina Kaif,Neil Nitin Mukesh
-2017,106 min,"Comedy, Drama",7.7,"17,734",Amit Masurkar,Rajkummar Rao,Pankaj Tripathi,Anjali Patil
-2015,95 min,Horror,2.7,35,Munindra,Auroshika Dey,Arjun Fauzdar,Swaroopa Ghosh
-2000,146 min,"Drama, Romance",6.1,15,Mahesh Manjrekar,Shivaji Satam,Reema Lagoo,Nisha Bains
-2015,95 min,"Mystery, Thriller",,,Munindra Gupta,,,
-1978,,Drama,,,,,,
-1983,,Romance,,,Abu Malik,Daboo Malik,Roma Manik,
-1989,140 min,"Drama, Family, Fantasy",5.2,295,Harmesh Malhotra,Sunny Deol,Sridevi,Anupam Kher
-1935,,,,,Master Vinayak,Master Vinayak,Baburao Pendharkar,Bal Dhavale
-2005,,Thriller,2.5,22,Dilip Shankar,Sameer Dharmadhikari,Sandali Sinha,Sayaji Shinde
-2000,,Romance,,,D.V.S. Reddy,Shanti Priya,Yadhakrishan,
-2017,108 min,"Drama, Romance",4.3,218,Onir,Ashish Bisht,Simon Frenay,Areesz Ganddi
-1961,,Action,,,A.R. Zamindar,Maya Dass,Azaad Irani,Nazir Kashmiri
-1958,137 min,"Crime, Drama",6.2,5,Naresh Saigal,Ashok Kumar,Kamini Kaushal,Mubarak
-2005,,Horror,,,,,,
,89 min,Horror,,,Simmer Bhatia,Ankur Rathee,Anisa Butt,Sonia Rathee
-1967,,"Action, Drama, Thriller",6.6,37,Brij,Biswajit Chatterjee,Mala Sinha,Johnny Walker
-2006,,"Drama, Thriller",,,Suresh Jain,Tanveer,Urmila,Ashika Suryavanshi
-1992,,Thriller,,,Ishrat Ali,Kiran Arora,Rita Bhaduri,Bharat Kapoor
,109 min,Thriller,,,Vinod Vyas,Shiv Singh,Jyoti Mishra,Mayank Sahni
-2021,,Action,,,Sabir Khan,Abhimanyu Dasani,Shirley Setia,Samir Soni
-2005,151 min,Comedy,,,Dinesh Chaudhary,Uttar Kumar,Poonam,Dev Sharma
-2019,101 min,"Drama, Family, Romance",,,Avnish Kumar Singh,Vikas Balian,Himani Choudhary,Uttar Kumar
-2015,100 min,"Drama, Family",8.3,"6,069",Ashwiny Iyer Tiwari,Swara Bhaskar,Ratna Pathak Shah,Riya Shukla
-1950,,Romance,7.7,9,Ratilal Hemchand Punatar,Suraiya,Shyama,Agha
-2018,140 min,Thriller,,,Raaj Rahhi,Sanjay Mishra,Adil Hussain,Gauahar Khan
-1996,146 min,"Romance, Comedy, Drama",7.5,659,Krishna Vamsi,Y.V.S. Chowdary,Nagarjuna Akkineni,Tabu
-1993,,"Action, Drama",7.2,32,A. Kodandarami Reddy,Nandamuri Balakrishna,Vijayshanti,Amrish Puri
-2007,82 min,Drama,7.5,8,Ashish Avikunthak,,,
-1950,,"Drama, Romance, Thriller",6.6,30,Devendra Mukherjee,Madhubala,Dev Anand,Mazhar Khan
-1938,,,,,Mohan Sinha,Shobhna Samarth,Prem Adib,Wasti
-1940,,,,,V.M. Vyas,Lalita Pawar,Eddie Billimoria,Jal Merchant
-2013,,"Action, Thriller",,,Raju Kafley,Ashutosh Agnihotri,Pankaj Badra,Harsh Chhaya
-1996,135 min,"Action, Thriller",4.9,12,Vinod Dewan,Sadashiv Amrapurkar,Malvika Arora,Sharokh Bharucha
-1941,,Drama,6.3,7,V.C. Desai,Nalini Jaywant,Mukesh,Satish
-1950,,,,,Najam Naqvi,K.N. Singh,,
-1973,130 min,"Drama, Thriller",4,6,S.M. Sagar,Vinod Mehra,Yogeeta Bali,Sujit Kumar
-2018,110 min,"Drama, Mystery, Thriller",3.9,138,Subroto Paul,Pradeep Rangwani,Ashmit Patel,Manjari Fadnnis
-1935,,,,,Kashinath,,,
-1949,,,,,Zubeida,,,
-2017,88 min,"Documentary, Biography",,,Ranjith Oraon,Sachin Kumar Meena,,
-1978,,Drama,,,,,,
-1974,133 min,Drama,7.7,6,Ravi Tandon,Navin Nischol,Anupama,Rehman
-1987,,Drama,,,Subhash Gupta,Brij Naqta,Lalit Parimoo,Sanjeev Puri
-2019,100 min,Drama,9.1,7,Sandeep Mohan,Karanveer,Gillian Pinto,Khushboo Upadhyay
-1938,128 min,Drama,5.5,14,Franz Osten,Devika Rani,Ashok Kumar,Maya Devi
-2012,56 min,Documentary,,,Pushpa Rawat,,,
-1979,,Documentary,,,Arun Khopkar,,,
-1997,,"Action, Romance, Thriller",6,7,Anil Wasia,Indrani Banerjee,Rakesh Bedi,Baby Aastha
-1983,,Drama,,,Jalal Agha,Tinnu Anand,Amol Palekar,Sarika
-2019,95 min,Mystery,5.9,200,Vijay Jayapal,Adil Hussain,Rajshri Deshpande,Sandhya Mridul
-2011,95 min,Drama,9.1,99,Jitin Rawat,P.P. Bajaj,Anu Choudhury,Sandeep Kulkarni
-1983,131 min,"Action, Drama, Family",6.3,43,Surendra Mohan,Sikandar Khanna,Rajesh Khanna,Jeetendra
-2005,,Mystery,,,Sharad Chaudhary,Rajat Bedi,Kapil Jhaveri,Mumait Khan
-2007,110 min,Drama,5.4,"1,622",Ram Gopal Varma,Amitabh Bachchan,Jiah Khan,Revathi
-1965,138 min,Drama,4.9,10,Aspi Irani,Sanjeev Kumar,Nazima,Prem Chopra
-1949,,Drama,5.2,6,S.S. Vasan,Bhanumati,J.S. Casshyap,R. Nagendra Rao
-1952,,Adventure,,,Jayant Desai,Shyama,Jeevan,Tabassum
-1950,,"Drama, Romance",7.5,6,Wajahat Mirza,Madhubala,Ashok Kumar,Shyama
-1980,137 min,"Action, Drama",5.9,22,K. Raghavendra Rao,Jeetendra,Poonam Dhillon,Shreeram Lagoo
-1995,,"Drama, Family",5,30,Raj N. Sippy,Mithun Chakraborty,Rekha,Paresh Rawal
-1946,,Action,,,K.L. Kahan,Navinchandra,Raj Rani,Sadiq
-1989,139 min,"Action, Adventure, Crime",2.9,10,V. Menon,Sumeet Saigal,Sripradha,Sneha
-1937,,,,,Gulab,,,
-1975,140 min,"Crime, Drama",7.6,564,Shyam Benegal,Girish Karnad,Shabana Azmi,Anant Nag
-1992,146 min,"Action, Drama, Romance",4.2,491,Esmayeel Shroff,Vinod Khanna,Salman Khan,Karisma Kapoor
-2004,,Horror,,,Thankachan,Devan,Maria,Prathapachandran
-2019,92 min,Drama,,,Daksh Chadha,Aditya Sharma,Swapnil Bhongade,Manoj Choudhary
-1932,,,,,Kamlabai Gokhale,Hadi,Jillo,Khalil
-1977,,Drama,6,7,A. Shamsheer,Amar,Rajan Haksar,Jeevan
-2005,158 min,"Comedy, Drama, Musical",6.6,"11,195",Anees Bazmee,Anil Kapoor,Fardeen Khan,Salman Khan
-2020,123 min,"Crime, Drama, Mystery",6.3,30,Marina Libik,Coral Bhamra,Chirag Saluja,Gaurav Kamble
-2021,,"Action, Drama, Romance",,,Vikash Verma,Neetu Chandra,Gulshan Grover,Sharad S. Kapoor
-2018,74 min,"Drama, Mystery",,,Chirag Desgiri,Siwani Devkota,Prakhar Singh,
-2011,136 min,"Biography, Crime, Drama",7.2,"11,199",Raj Kumar Gupta,Rani Mukerji,Vidya Balan,Myra Karn
-2006,70 min,Thriller,,,Kanti Shah,Rinky Ali,Anil Nagrath,Amit Pachori
-2010,139 min,"Action, Comedy, Crime",4.3,"2,299",Anees Bazmee,Anil Kapoor,Sanjay Dutt,Akshaye Khanna
-2007,128 min,"Drama, Horror, Mystery",7.3,"6,928",Anurag Kashyap,John Abraham,Ayesha Takia,Paresh Rawal
,,Drama,,,Pardeep Raja,Vijender Gill,,
-2015,53 min,"Documentary, News",,,Devkanya Thakur,,,
-1998,,Action,,,Jayant Paranji,Chiranjeevi,Rachana,Rambha
,121 min,Drama,,,Astik Dalai,Hiten Tejwani,Mayur Mehta,Mudasir Zafar
-2018,108 min,Drama,5.8,221,Vandana Kataria,Kunal Kapoor,Ali Haji,Mohammed Ali Mir
-2021,110 min,"Drama, Romance",7.2,46,Saif Baidya,Puja Jha,Syed Firdaus,Sayantika Nath
-2017,117 min,"Adventure, Comedy, Drama",3.9,"1,432",Sunhil Sippy,Sunny Leone,Sonakshi Sinha,Chloé Booyens
-1976,,Drama,,,Shaikh Nisar,Chandrashekhar,Mohan Choti,Jagdeep
-1931,,Drama,,,Ezra Mir,Vimala Vasishta,S.B. Nayampalli,Jillo
